# Gene Family	ERR1018190_join_Abundance-RPKs
UniRef90_G1ULB5|g__Bacteroides.s__Bacteroides_dorei	195.1970443350
UniRef90_B5CXP6	168.4981684982
UniRef90_B5CXP6|g__Bacteroides.s__Bacteroides_dorei	168.4981684982
UniRef90_A0A023Z1T8	166.6666666667
UniRef90_A0A023Z1T8|g__Escherichia.s__Escherichia_coli	166.6666666667
UniRef90_G0D0Z4	166.6666666667
UniRef90_G0D0Z4|g__Escherichia.s__Escherichia_coli	166.6666666667
UniRef90_R6HLX5	166.6666666667
UniRef90_R6HLX5|g__Bacteroides.s__Bacteroides_dorei	166.6666666667
UniRef90_R6IX29	166.6666666667
UniRef90_R6IX29|g__Parabacteroides.s__Parabacteroides_distasonis	166.6666666667
UniRef90_R7KLM0	166.6666666667
UniRef90_R7KLM0|g__Bacteroides.s__Bacteroides_thetaiotaomicron	166.6666666667
UniRef90_C3Q5W2	164.5962732919
UniRef90_C3Q5W2|g__Bacteroides.s__Bacteroides_dorei	164.5962732919
UniRef90_I9FHV8	155.9930143815
UniRef90_I9FHV8|g__Bacteroides.s__Bacteroides_dorei	155.9930143815
UniRef90_A0A016KDX5	147.9962622678
UniRef90_A0A016KDX5|g__Bacteroides.s__Bacteroides_dorei	123.2467936981
UniRef90_A0A016KDX5|g__Bacteroides.s__Bacteroides_fragilis	24.7494685697
UniRef90_E5V0J4	145.5652358715
UniRef90_E5V0J4|g__Bacteroides.s__Bacteroides_fragilis	145.5652358715
UniRef90_W1I8Q3	145.5631972579
UniRef90_W1I8Q3|g__Bacteroides.s__Bacteroides_fragilis	145.5631972579
UniRef90_A8RNQ0	142.8571428571
UniRef90_A8RNQ0|g__Clostridium.s__Clostridium_bolteae	142.8571428571
UniRef90_A8RP19	142.8571428571
UniRef90_A8RP19|g__Clostridium.s__Clostridium_bolteae	142.8571428571
UniRef90_C0B5L1	142.8571428571
UniRef90_C0B5L1|g__Coprococcus.s__Coprococcus_comes	142.8571428571
UniRef90_I6FUZ6	142.8571428571
UniRef90_I6FUZ6|g__Escherichia.s__Escherichia_coli	142.8571428571
UniRef90_V0U2G3	142.8571428571
UniRef90_V0U2G3|g__Escherichia.s__Escherichia_coli	142.8571428571
UniRef90_K9EAW2	125.6410256410
UniRef90_K9EAW2|g__Bacteroides.s__Bacteroides_fragilis	100.0000000000
UniRef90_K9EAW2|g__Bacteroides.s__Bacteroides_dorei	25.6410256410
UniRef90_R5DW79	125.0000000000
UniRef90_R5DW79|g__Ruminococcus.s__Ruminococcus_bromii	125.0000000000
UniRef90_B3JMD4	124.0963943310
UniRef90_B3JMD4|g__Bacteroides.s__Bacteroides_caccae	57.7262056813
UniRef90_B3JMD4|g__Bacteroides.s__Bacteroides_dorei	42.1162635498
UniRef90_B3JMD4|g__Bacteroides.s__Bacteroides_fragilis	24.2539251000
UniRef90_F3PSP1	117.8019402521
UniRef90_F3PSP1|g__Bacteroides.s__Bacteroides_fragilis	117.8019402521
UniRef90_C3PXA2	111.1111111111
UniRef90_C3PXA2|g__Bacteroides.s__Bacteroides_dorei	111.1111111111
UniRef90_R6IMF9	111.1111111111
UniRef90_R6IMF9|g__Parabacteroides.s__Parabacteroides_distasonis	111.1111111111
UniRef90_UPI00036264EC	108.2284370345
UniRef90_UPI00036264EC|g__Escherichia.s__Escherichia_coli	108.2284370345
UniRef90_B6VVB6	105.1020408163
UniRef90_B6VVB6|g__Bacteroides.s__Bacteroides_dorei	100.0000000000
UniRef90_B6VVB6|unclassified	5.1020408163
UniRef90_E2N7L9	103.1863861568
UniRef90_E2N7L9|g__Bacteroides.s__Bacteroides_fragilis	61.1788742107
UniRef90_E2N7L9|g__Bacteroides.s__Bacteroides_dorei	42.0075119461
UniRef90_K7ZQ45	102.6358674196
UniRef90_K7ZQ45|g__Bacteroides.s__Bacteroides_dorei	36.0172238590
UniRef90_K7ZQ45|g__Bacteroides.s__Bacteroides_caccae	33.7676184926
UniRef90_K7ZQ45|g__Bacteroides.s__Bacteroides_fragilis	32.8510250679
UniRef90_A5ZII0	100.0000000000
UniRef90_A5ZII0|g__Bacteroides.s__Bacteroides_caccae	100.0000000000
UniRef90_C3Q7S4	100.0000000000
UniRef90_C3Q7S4|g__Bacteroides.s__Bacteroides_dorei	100.0000000000
UniRef90_E9WNY3	100.0000000000
UniRef90_E9WNY3|g__Escherichia.s__Escherichia_coli	100.0000000000
UniRef90_D1K787	90.9090909091
UniRef90_D1K787|g__Bacteroides.s__Bacteroides_dorei	90.9090909091
UniRef90_R7KTL8	90.9090909091
UniRef90_R7KTL8|g__Bacteroides.s__Bacteroides_thetaiotaomicron	90.9090909091
UniRef90_UPI0003637D98	90.9090909091
UniRef90_UPI0003637D98|g__Alistipes.s__Alistipes_onderdonkii	90.9090909091
UniRef90_R0HEY5	83.7386339003
UniRef90_R0HEY5|g__Bacteroides.s__Bacteroides_fragilis	48.4959440496
UniRef90_R0HEY5|g__Bacteroides.s__Bacteroides_dorei	29.4784929657
UniRef90_R0HEY5|g__Bacteroides.s__Bacteroides_caccae	5.7641968850
UniRef90_C3Q795	82.9471733086
UniRef90_C3Q795|g__Bacteroides.s__Bacteroides_dorei	76.9230769231
UniRef90_C3Q795|unclassified	6.0240963855
UniRef90_A5ZBN1	79.6932742055
UniRef90_A5ZBN1|g__Bacteroides.s__Bacteroides_caccae	79.6932742055
UniRef90_Q8AAV5	79.1049571493
UniRef90_Q8AAV5|g__Bacteroides.s__Bacteroides_thetaiotaomicron	79.1049571493
UniRef90_E4W0R1	76.9230769231
UniRef90_E4W0R1|g__Bacteroides.s__Bacteroides_fragilis	76.9230769231
UniRef90_W8U1K9	76.9230769231
UniRef90_W8U1K9|g__Escherichia.s__Escherichia_coli	76.9230769231
UniRef90_A5ZLI2	76.1913110265
UniRef90_A5ZLI2|g__Bacteroides.s__Bacteroides_caccae	76.1913110265
UniRef90_B6W0A1	71.4285714286
UniRef90_B6W0A1|g__Bacteroides.s__Bacteroides_dorei	71.4285714286
UniRef90_D1JXB2	71.4285714286
UniRef90_D1JXB2|g__Bacteroides.s__Bacteroides_dorei	71.4285714286
UniRef90_R7KP28	71.0784313725
UniRef90_R7KP28|g__Bacteroides.s__Bacteroides_thetaiotaomicron	71.0784313725
UniRef90_A6LC67	66.6666666667
UniRef90_A6LC67|g__Parabacteroides.s__Parabacteroides_distasonis	66.6666666667
UniRef90_Q877J3	66.4345183252
UniRef90_Q877J3|g__Bacteroides.s__Bacteroides_thetaiotaomicron	66.4345183252
UniRef90_Q45122	63.9121198794
UniRef90_Q45122|g__Bacteroides.s__Bacteroides_dorei	63.9121198794
UniRef90_R6Y322	63.0482456140
UniRef90_R6Y322|g__Alistipes.s__Alistipes_onderdonkii	63.0482456140
UniRef90_R7NZY1	62.6786946663
UniRef90_R7NZY1|g__Bacteroides.s__Bacteroides_dorei	62.6786946663
UniRef90_A8S539	62.5000000000
UniRef90_A8S539|g__Clostridium.s__Clostridium_bolteae	62.5000000000
UniRef90_K5ZA63	62.5000000000
UniRef90_K5ZA63|g__Parabacteroides.s__Parabacteroides_distasonis	62.5000000000
UniRef90_UPI000005AB46	62.0300751880
UniRef90_UPI000005AB46|g__Bacteroides.s__Bacteroides_thetaiotaomicron	62.0300751880
UniRef90_A7UXY7	61.1966667623
UniRef90_A7UXY7|g__Bacteroides.s__Bacteroides_caccae	61.1966667623
UniRef90_UPI00015BEA70	60.5006441638
UniRef90_UPI00015BEA70|g__Bacteroides.s__Bacteroides_fragilis	60.5006441638
UniRef90_B6VS18	59.4827586207
UniRef90_B6VS18|g__Bacteroides.s__Bacteroides_dorei	59.4827586207
UniRef90_B6VUJ1	58.8235294118
UniRef90_B6VUJ1|g__Bacteroides.s__Bacteroides_dorei	58.8235294118
UniRef90_B6W5H2	58.8235294118
UniRef90_B6W5H2|g__Bacteroides.s__Bacteroides_dorei	58.8235294118
UniRef90_C3Q0T0	58.8235294118
UniRef90_C3Q0T0|g__Bacteroides.s__Bacteroides_dorei	58.8235294118
UniRef90_C3R2Y6	58.8235294118
UniRef90_C3R2Y6|g__Bacteroides.s__Bacteroides_fragilis	58.8235294118
UniRef90_C3Q2U2	57.5438596491
UniRef90_C3Q2U2|g__Bacteroides.s__Bacteroides_dorei	57.5438596491
UniRef90_B0MYG1	56.6188197767
UniRef90_B0MYG1|g__Bacteroides.s__Bacteroides_fragilis	30.3030303030
UniRef90_B0MYG1|g__Bacteroides.s__Bacteroides_dorei	26.3157894737
UniRef90_R5I1F6	55.5555555556
UniRef90_R5I1F6|g__Eubacterium.s__Eubacterium_rectale	55.5555555556
UniRef90_R7NYQ2	55.5555555556
UniRef90_R7NYQ2|g__Bacteroides.s__Bacteroides_dorei	55.5555555556
UniRef90_G1UM66	54.4871794872
UniRef90_G1UM66|g__Bacteroides.s__Bacteroides_dorei	54.4871794872
UniRef90_Q877L6	53.4029678123
UniRef90_Q877L6|g__Bacteroides.s__Bacteroides_thetaiotaomicron	53.4029678123
UniRef90_E5X4H6	52.9702569791
UniRef90_E5X4H6|unclassified	52.9702569791
UniRef90_R6Z276	52.6662277814
UniRef90_R6Z276|g__Alistipes.s__Alistipes_onderdonkii	52.6662277814
UniRef90_C7H9M5	52.6315789474
UniRef90_C7H9M5|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	52.6315789474
UniRef90_D1K399	52.0270270270
UniRef90_D1K399|g__Bacteroides.s__Bacteroides_dorei	52.0270270270
UniRef90_A8RZB5	50.7772352490
UniRef90_A8RZB5|g__Clostridium.s__Clostridium_bolteae	50.7772352490
UniRef90_A5ZI73	50.3000149076
UniRef90_A5ZI73|g__Bacteroides.s__Bacteroides_caccae	50.3000149076
UniRef50_B3C6D1	50.0594349618
UniRef50_B3C6D1|unclassified	50.0594349618
UniRef90_B6W295	50.0000000000
UniRef90_B6W295|g__Bacteroides.s__Bacteroides_dorei	50.0000000000
UniRef90_R6IQW8	50.0000000000
UniRef90_R6IQW8|g__Parabacteroides.s__Parabacteroides_distasonis	50.0000000000
UniRef90_C2DNC2	49.7372022009
UniRef90_C2DNC2|g__Escherichia.s__Escherichia_coli	46.4477285167
UniRef90_C2DNC2|unclassified	3.2894736842
UniRef90_E4W393	49.6511351070
UniRef90_E4W393|g__Bacteroides.s__Bacteroides_dorei	37.2311046512
UniRef90_E4W393|unclassified	12.4200304559
UniRef90_A5ZLI4	49.5239900779
UniRef90_A5ZLI4|g__Bacteroides.s__Bacteroides_caccae	49.5239900779
UniRef90_C4ZDC5	47.6190476190
UniRef90_C4ZDC5|g__Eubacterium.s__Eubacterium_rectale	47.6190476190
UniRef90_H4S5L1	47.6190476190
UniRef90_H4S5L1|g__Escherichia.s__Escherichia_coli	47.6190476190
UniRef90_D4V649	47.2169405069
UniRef90_D4V649|g__Bacteroides.s__Bacteroides_fragilis	28.0813422870
UniRef90_D4V649|g__Bacteroides.s__Bacteroides_dorei	19.1355982199
UniRef90_I9E8A4	47.0484238566
UniRef90_I9E8A4|g__Bacteroides.s__Bacteroides_caccae	38.0458656971
UniRef90_I9E8A4|g__Bacteroides.s__Bacteroides_fragilis	9.0025581595
UniRef90_R6HT27	46.6542531975
UniRef90_R6HT27|g__Bacteroides.s__Bacteroides_dorei	46.6542531975
UniRef90_D1K1R9	45.4545454545
UniRef90_D1K1R9|g__Bacteroides.s__Bacteroides_dorei	45.4545454545
UniRef90_R6Z1G2	45.4545454545
UniRef90_R6Z1G2|g__Alistipes.s__Alistipes_onderdonkii	45.4545454545
UniRef90_R6Z6N8	45.4545454545
UniRef90_R6Z6N8|g__Alistipes.s__Alistipes_onderdonkii	45.4545454545
UniRef90_A6LIN9	44.7355165632
UniRef90_A6LIN9|g__Bacteroides.s__Bacteroides_dorei	40.9901982112
UniRef90_A6LIN9|g__Parabacteroides.s__Parabacteroides_distasonis	3.7453183521
UniRef90_Q1A2M1	44.4444444444
UniRef90_Q1A2M1|g__Escherichia.s__Escherichia_coli	44.4444444444
UniRef90_Q64WN5	44.4078947368
UniRef90_Q64WN5|g__Bacteroides.s__Bacteroides_fragilis	44.4078947368
UniRef90_I9VKU8	43.8095238095
UniRef90_I9VKU8|g__Bacteroides.s__Bacteroides_dorei	43.8095238095
UniRef90_W1GEA1	43.4782608696
UniRef90_W1GEA1|g__Escherichia.s__Escherichia_coli	43.4782608696
UniRef90_F7V2A7	43.4204696500
UniRef90_F7V2A7|g__Clostridium.s__Clostridium_bolteae	43.4204696500
UniRef90_R6XTS0	43.1550005728
UniRef90_R6XTS0|g__Alistipes.s__Alistipes_onderdonkii	43.1550005728
UniRef90_H5IQF1	43.0555555556
UniRef90_H5IQF1|g__Escherichia.s__Escherichia_coli	43.0555555556
UniRef90_E1YVZ7	42.8727776289
UniRef90_E1YVZ7|g__Parabacteroides.s__Parabacteroides_distasonis	42.8727776289
UniRef90_Q877V2	42.8348185052
UniRef90_Q877V2|g__Bacteroides.s__Bacteroides_thetaiotaomicron	42.8348185052
UniRef90_R6IGL0	41.8300653595
UniRef90_R6IGL0|g__Bacteroides.s__Bacteroides_dorei	41.8300653595
UniRef90_R6IIP0	41.6666666667
UniRef90_R6IIP0|g__Parabacteroides.s__Parabacteroides_distasonis	41.6666666667
UniRef90_D4VA91	41.6068866571
UniRef90_D4VA91|g__Bacteroides.s__Bacteroides_dorei	41.6068866571
UniRef90_Q5L8D3	41.5090159517
UniRef90_Q5L8D3|g__Bacteroides.s__Bacteroides_dorei	23.9641618167
UniRef90_Q5L8D3|g__Bacteroides.s__Bacteroides_thetaiotaomicron	17.5448541350
UniRef90_D4JNY9	41.2660256410
UniRef90_D4JNY9|g__Eubacterium.s__Eubacterium_rectale	41.2660256410
UniRef90_I9FBQ5	41.1666124704
UniRef90_I9FBQ5|g__Bacteroides.s__Bacteroides_dorei	40.3517883025
UniRef90_I9FBQ5|unclassified	0.8148241679
UniRef90_C4Z996	41.0569105691
UniRef90_C4Z996|g__Eubacterium.s__Eubacterium_rectale	41.0569105691
UniRef90_C4ZED7	40.9356725146
UniRef90_C4ZED7|g__Eubacterium.s__Eubacterium_rectale	40.9356725146
UniRef90_A6L2Q7	40.0000000000
UniRef90_A6L2Q7|g__Bacteroides.s__Bacteroides_dorei	40.0000000000
UniRef90_C0BDI1	40.0000000000
UniRef90_C0BDI1|g__Coprococcus.s__Coprococcus_comes	40.0000000000
UniRef90_G2T5F9	39.5196936211
UniRef90_G2T5F9|g__Eubacterium.s__Eubacterium_rectale	39.5196936211
UniRef90_K9EB06	39.3750000000
UniRef90_K9EB06|g__Bacteroides.s__Bacteroides_dorei	39.3750000000
UniRef90_B6W3H5	38.4615384615
UniRef90_B6W3H5|g__Bacteroides.s__Bacteroides_dorei	38.4615384615
UniRef90_C3PUZ1	38.4615384615
UniRef90_C3PUZ1|g__Bacteroides.s__Bacteroides_dorei	38.4615384615
UniRef90_C3QU94	38.4615384615
UniRef90_C3QU94|g__Bacteroides.s__Bacteroides_dorei	38.4615384615
UniRef90_D1K4S3	38.4615384615
UniRef90_D1K4S3|g__Bacteroides.s__Bacteroides_dorei	38.4615384615
UniRef90_E5UZD3	38.4615384615
UniRef90_E5UZD3|g__Bacteroides.s__Bacteroides_fragilis	38.4615384615
UniRef90_R5DZB6	38.4615384615
UniRef90_R5DZB6|g__Ruminococcus.s__Ruminococcus_bromii	38.4615384615
UniRef90_R9HEI4	38.4615384615
UniRef90_R9HEI4|g__Bacteroides.s__Bacteroides_thetaiotaomicron	38.4615384615
UniRef90_C4ZBU2	37.3230373230
UniRef90_C4ZBU2|g__Eubacterium.s__Eubacterium_rectale	37.3230373230
UniRef90_Q8A485	37.1192835125
UniRef90_Q8A485|g__Bacteroides.s__Bacteroides_dorei	29.7663423360
UniRef90_Q8A485|g__Bacteroides.s__Bacteroides_thetaiotaomicron	7.3529411765
UniRef90_Q5L8C3	36.6285778819
UniRef90_Q5L8C3|g__Bacteroides.s__Bacteroides_dorei	24.3190556207
UniRef90_Q5L8C3|g__Bacteroides.s__Bacteroides_caccae	8.0176767677
UniRef90_Q5L8C3|g__Bacteroides.s__Bacteroides_thetaiotaomicron	4.2918454936
UniRef50_D1KAJ3	36.2032779973
UniRef50_D1KAJ3|unclassified	36.2032779973
UniRef90_D1KAJ3	36.2032779973
UniRef90_D1KAJ3|unclassified	36.2032779973
UniRef50_D1KAJ0	36.1873953147
UniRef50_D1KAJ0|unclassified	36.1873953147
UniRef90_D1KAJ0	36.1873953147
UniRef90_D1KAJ0|unclassified	36.1873953147
UniRef90_A0A037YQZ8	35.7142857143
UniRef90_A0A037YQZ8|g__Escherichia.s__Escherichia_coli	35.7142857143
UniRef90_D1K3Q8	35.7142857143
UniRef90_D1K3Q8|g__Bacteroides.s__Bacteroides_dorei	35.7142857143
UniRef90_D4K176	35.7142857143
UniRef90_D4K176|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	35.7142857143
UniRef90_D8C2B7	35.7142857143
UniRef90_D8C2B7|g__Escherichia.s__Escherichia_coli	35.7142857143
UniRef90_M8Y9X9	35.7142857143
UniRef90_M8Y9X9|g__Escherichia.s__Escherichia_coli	35.7142857143
UniRef90_R6HIX5	35.1731601732
UniRef90_R6HIX5|g__Bacteroides.s__Bacteroides_dorei	35.1731601732
UniRef90_I9R6Y2	35.0724637681
UniRef90_I9R6Y2|g__Bacteroides.s__Bacteroides_dorei	35.0724637681
UniRef90_A6L0J4	34.8083139845
UniRef90_A6L0J4|g__Bacteroides.s__Bacteroides_fragilis	28.5971338603
UniRef90_A6L0J4|unclassified	6.2111801242
UniRef90_R6IFB1	34.7593582888
UniRef90_R6IFB1|g__Bacteroides.s__Bacteroides_dorei	34.7593582888
UniRef90_A8SA18	34.4827586207
UniRef90_A8SA18|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	34.4827586207
UniRef90_R6IPK2	34.3358395990
UniRef90_R6IPK2|g__Parabacteroides.s__Parabacteroides_distasonis	34.3358395990
UniRef90_E1J597	34.0169802861
UniRef90_E1J597|g__Escherichia.s__Escherichia_coli	34.0169802861
UniRef90_K6AD04	33.9862211495
UniRef90_K6AD04|g__Bacteroides.s__Bacteroides_fragilis	21.7021234723
UniRef90_K6AD04|g__Bacteroides.s__Bacteroides_dorei	12.2840976772
UniRef90_R5U1V4	33.9118120609
UniRef90_R5U1V4|g__Bacteroides.s__Bacteroides_caccae	33.9118120609
UniRef90_I9R963	33.8272928489
UniRef90_I9R963|g__Bacteroides.s__Bacteroides_dorei	33.8272928489
UniRef90_E1YYH9	33.7992314236
UniRef90_E1YYH9|g__Parabacteroides.s__Parabacteroides_distasonis	33.7992314236
UniRef90_A8RQH4	33.3333333333
UniRef90_A8RQH4|g__Clostridium.s__Clostridium_bolteae	33.3333333333
UniRef90_I8VPJ4	33.3333333333
UniRef90_I8VPJ4|g__Bacteroides.s__Bacteroides_dorei	33.3333333333
UniRef90_Q64RU8	33.3333333333
UniRef90_Q64RU8|g__Bacteroides.s__Bacteroides_fragilis	33.3333333333
UniRef90_C4ZHH2	33.0920847187
UniRef90_C4ZHH2|g__Eubacterium.s__Eubacterium_rectale	33.0920847187
UniRef90_P70882	32.9594046568
UniRef90_P70882|g__Bacteroides.s__Bacteroides_caccae	11.7412132899
UniRef90_P70882|g__Bacteroides.s__Bacteroides_dorei	11.1372817042
UniRef90_P70882|g__Alistipes.s__Alistipes_onderdonkii	10.0809096627
UniRef90_R6HQ19	32.9460269865
UniRef90_R6HQ19|g__Bacteroides.s__Bacteroides_dorei	30.0724637681
UniRef90_R6HQ19|unclassified	2.8735632184
UniRef90_R6IHI0	32.9293993678
UniRef90_R6IHI0|g__Parabacteroides.s__Parabacteroides_distasonis	32.9293993678
UniRef90_A6L0R5	32.7235772358
UniRef90_A6L0R5|g__Bacteroides.s__Bacteroides_fragilis	32.7235772358
UniRef90_I8YA36	32.6582482027
UniRef90_I8YA36|g__Bacteroides.s__Bacteroides_dorei	32.6582482027
UniRef90_K1G781	32.3275862069
UniRef90_K1G781|g__Bacteroides.s__Bacteroides_fragilis	32.3275862069
UniRef90_C3PZ57	32.2580645161
UniRef90_C3PZ57|g__Bacteroides.s__Bacteroides_dorei	32.2580645161
UniRef90_R5USH4	32.2580645161
UniRef90_R5USH4|g__Bacteroides.s__Bacteroides_thetaiotaomicron	32.2580645161
UniRef90_R6IFF8	32.2580645161
UniRef90_R6IFF8|g__Parabacteroides.s__Parabacteroides_distasonis	32.2580645161
UniRef90_R7KVK8	32.2580645161
UniRef90_R7KVK8|g__Bacteroides.s__Bacteroides_thetaiotaomicron	32.2580645161
UniRef90_D7K5P4	32.0273571590
UniRef90_D7K5P4|unclassified	32.0273571590
UniRef90_UPI000156186B	31.8179621654
UniRef90_UPI000156186B|g__Clostridium.s__Clostridium_bolteae	31.8179621654
UniRef90_A6LIN7	31.6869549925
UniRef90_A6LIN7|g__Bacteroides.s__Bacteroides_dorei	29.9775532831
UniRef90_A6LIN7|g__Parabacteroides.s__Parabacteroides_distasonis	1.7094017094
UniRef90_C5ER98	31.6283666914
UniRef90_C5ER98|g__Clostridium.s__Clostridium_bolteae	31.6283666914
UniRef90_C0BBU1	31.2500000000
UniRef90_C0BBU1|g__Coprococcus.s__Coprococcus_comes	31.2500000000
UniRef90_C3Q769	31.2500000000
UniRef90_C3Q769|g__Bacteroides.s__Bacteroides_dorei	31.2500000000
UniRef90_C7H8F6	31.2500000000
UniRef90_C7H8F6|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	31.2500000000
UniRef90_E3XL28	31.2500000000
UniRef90_E3XL28|g__Escherichia.s__Escherichia_coli	31.2500000000
UniRef90_J7R0Y6	31.2500000000
UniRef90_J7R0Y6|g__Escherichia.s__Escherichia_coli	31.2500000000
UniRef90_I9R3V5	31.1561561562
UniRef90_I9R3V5|g__Bacteroides.s__Bacteroides_dorei	31.1561561562
UniRef90_A6KYL2	31.1020960108
UniRef90_A6KYL2|g__Bacteroides.s__Bacteroides_dorei	31.1020960108
UniRef90_D4L6S6	30.3030303030
UniRef90_D4L6S6|g__Ruminococcus.s__Ruminococcus_bromii	30.3030303030
UniRef90_R6HLL3	29.9144914815
UniRef90_R6HLL3|g__Bacteroides.s__Bacteroides_dorei	29.9144914815
UniRef90_B6W2R0	29.5513373598
UniRef90_B6W2R0|g__Bacteroides.s__Bacteroides_dorei	29.5513373598
UniRef90_Q64NV0	29.4117647059
UniRef90_Q64NV0|g__Bacteroides.s__Bacteroides_thetaiotaomicron	29.4117647059
UniRef90_A6LIN3	29.3835619136
UniRef90_A6LIN3|g__Bacteroides.s__Bacteroides_dorei	11.2082653158
UniRef90_A6LIN3|g__Parabacteroides.s__Parabacteroides_distasonis	9.3409595869
UniRef90_A6LIN3|g__Bacteroides.s__Bacteroides_fragilis	8.8343370110
UniRef90_K7ZQ43	29.1948078231
UniRef90_K7ZQ43|unclassified	29.1948078231
UniRef90_I9Q7S0	29.0720061610
UniRef90_I9Q7S0|g__Bacteroides.s__Bacteroides_dorei	29.0720061610
UniRef90_UPI0003771F44	28.8953788859
UniRef90_UPI0003771F44|g__Alistipes.s__Alistipes_onderdonkii	28.8953788859
UniRef90_R6Y1J8	28.7889859869
